model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3746887147426605,-1.4597903490066528,1.0851016342639923,-1.0851016342639923,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.34930819272994995,-1.517714262008667,1.168406069278717,1.168406069278717,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.37521517276763916,-1.4714914560317993,1.0962762832641602,-1.0962762832641602,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.3119983375072479,-1.6317014694213867,1.3197031319141388,1.3197031319141388,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9014952182769775,-2.005239725112915,1.1037445068359375,-1.1037445068359375,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8913058042526245,-2.0964622497558594,1.2051564455032349,1.2051564455032349,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9125205278396606,-1.9652835130691528,1.0527629852294922,-1.0527629852294922,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8995177149772644,-2.0397098064422607,1.1401920914649963,1.1401920914649963,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7282630205154419,-2.616265296936035,1.8880022764205933,-1.8880022764205933,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6921747922897339,-2.8059844970703125,2.1138097047805786,2.1138097047805786,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7295112609863281,-2.5698986053466797,1.8403873443603516,-1.8403873443603516,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.684029757976532,-2.784581422805786,2.100551664829254,2.100551664829254,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.3678927421569824,-0.6338891386985779,-0.7340036034584045,0.7340036034584045,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.3604114055633545,-0.6438567638397217,-0.7165546417236328,-0.7165546417236328,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.3581976890563965,-0.6271315217018127,-0.7310661673545837,0.7310661673545837,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.3360552787780762,-0.6380954384803772,-0.697959840297699,-0.697959840297699,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8049348592758179,-1.3301218748092651,0.5251870155334473,-0.5251870155334473,1,0,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.788903534412384,-1.3404805660247803,0.5515770316123962,0.5515770316123962,1,1,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7927661538124084,-1.303816795349121,0.5110506415367126,-0.5110506415367126,1,0,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7735979557037354,-1.3128597736358643,0.5392618179321289,0.5392618179321289,1,1,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0142,test,ab,source,ab_source,value,direct,value/direct,value,outer,18,20,-2.920504331588745,-0.2615821063518524,-2.6589222252368927,2.6589222252368927,0,1,20,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0142,test,ab,target,ab_target,value,direct,value/direct,value,inner,18,20,-0.7526455521583557,-0.6676426529884338,-0.08500289916992188,-0.08500289916992188,0,0,20,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0142,test,ba,source,ba_source,value,direct,value/direct,value,outer,20,18,-2.501330614089966,-0.43110591173171997,-2.070224702358246,2.070224702358246,0,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0142,test,ba,target,ba_target,value,direct,value/direct,value,inner,20,18,-0.7296075820922852,-0.701323390007019,-0.028284192085266113,-0.028284192085266113,0,0,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6841495037078857,-1.3765761852264404,-0.3075733184814453,0.3075733184814453,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6439580917358398,-1.4174165725708008,-0.22654151916503906,-0.22654151916503906,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6391346454620361,-1.4354851245880127,-0.20364952087402344,0.20364952087402344,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.5780848264694214,-1.4544085264205933,-0.12367630004882812,-0.12367630004882812,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8301203846931458,-2.3992178440093994,1.5690974593162537,-1.5690974593162537,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.799605131149292,-2.4130046367645264,1.6133995056152344,1.6133995056152344,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8367007374763489,-2.4200422763824463,1.5833415389060974,-1.5833415389060974,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.7973830699920654,-2.414250135421753,1.6168670654296875,1.6168670654296875,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5931330323219299,-1.0473880767822266,0.45425504446029663,-0.45425504446029663,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5122826099395752,-1.1646344661712646,0.6523518562316895,0.6523518562316895,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5646952390670776,-1.0744165182113647,0.5097212791442871,-0.5097212791442871,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5024073123931885,-1.1653234958648682,0.6629161834716797,0.6629161834716797,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.6124914884567261,-0.9650715589523315,0.35258007049560547,-0.35258007049560547,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.473858505487442,-1.1731616258621216,0.6993031203746796,0.6993031203746796,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5984553694725037,-0.9750608801841736,0.3766055107116699,-0.3766055107116699,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.46770113706588745,-1.1772470474243164,0.709545910358429,0.709545910358429,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9517443776130676,-1.8937246799468994,0.9419803023338318,-0.9419803023338318,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8999797105789185,-1.9707022905349731,1.0707225799560547,1.0707225799560547,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.943073034286499,-1.909454107284546,0.9663810729980469,-0.9663810729980469,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8675615787506104,-1.9618799686431885,1.0943183898925781,1.0943183898925781,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7756301760673523,-2.426335573196411,1.6507053971290588,-1.6507053971290588,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7106226086616516,-2.668536901473999,1.9579142928123474,1.9579142928123474,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.771288275718689,-2.4408211708068848,1.6695328950881958,-1.6695328950881958,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6923919320106506,-2.627223491668701,1.9348315596580505,1.9348315596580505,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.1627012491226196,-0.6956769227981567,-0.4670243263244629,0.4670243263244629,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.204720377922058,-0.6733921766281128,-0.5313282012939453,-0.5313282012939453,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.192784309387207,-0.6882429122924805,-0.5045413970947266,0.5045413970947266,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2352354526519775,-0.662194550037384,-0.5730409026145935,-0.5730409026145935,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8626134395599365,-1.0894160270690918,0.22680258750915527,-0.22680258750915527,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8216461539268494,-1.1468112468719482,0.3251650929450989,0.3251650929450989,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8545416593551636,-1.1290678977966309,0.2745262384414673,-0.2745262384414673,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8099992275238037,-1.1795103549957275,0.36951112747192383,0.36951112747192383,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0143,test,ab,source,ab_source,value,direct,value/direct,value,outer,22,21,-1.8604885339736938,-0.32805976271629333,-1.5324287712574005,1.5324287712574005,0,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0143,test,ab,target,ab_target,value,direct,value/direct,value,inner,22,21,-0.4238439202308655,-1.0898098945617676,0.6659659743309021,0.6659659743309021,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0143,test,ba,source,ba_source,value,direct,value/direct,value,outer,21,22,-2.435577392578125,-0.23792660236358643,-2.1976507902145386,2.1976507902145386,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0143,test,ba,target,ba_target,value,direct,value/direct,value,inner,21,22,-0.6702969670295715,-0.7610829472541809,0.09078598022460938,0.09078598022460938,1,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6209779977798462,-1.5174471139907837,-0.1035308837890625,0.1035308837890625,0,1,4871,1,35,"
# Question: does f return the n assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6500248908996582,-1.6294503211975098,-0.020574569702148438,-0.020574569702148438,0,0,4871,1,35,"
# Question: does f return the n assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.5686885118484497,-1.571433186531067,0.0027446746826171875,-0.0027446746826171875,1,0,4640,1,35,"
# Question: does f return the n assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.5582658052444458,-1.668258786201477,0.10999298095703125,0.10999298095703125,1,1,4640,1,35,"
# Question: does f return the n assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8099960088729858,-2.6714634895324707,1.8614674806594849,-1.8614674806594849,1,0,4640,1,35,"
# Question: does f return the n assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8641744256019592,-2.6103482246398926,1.7461737990379333,1.7461737990379333,1,1,4640,1,35,"
# Question: does f return the n assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7947953343391418,-2.725125551223755,1.930330216884613,-1.930330216884613,1,0,4640,1,35,"
# Question: does f return the n assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8339518308639526,-2.6366939544677734,1.8027421236038208,1.8027421236038208,1,1,4640,1,35,"
# Question: does f return the n assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.626587450504303,-0.984467089176178,0.357879638671875,-0.357879638671875,1,0,9526,1,35,"
# Question: does f return the inner n or the outer n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.46301424503326416,-1.2289434671401978,0.7659292221069336,0.7659292221069336,1,1,9526,1,35,"
# Question: does f return the inner n or the outer n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5936906933784485,-1.0191619396209717,0.4254712462425232,-0.4254712462425232,1,0,9526,1,35,"
# Question: does f return the inner n or the outer n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.47251975536346436,-1.1908162832260132,0.7182965278625488,0.7182965278625488,1,1,9526,1,35,"
# Question: does f return the inner n or the outer n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3887057602405548,-1.3778109550476074,0.9891051948070526,-0.9891051948070526,1,0,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.37770411372184753,-1.3746380805969238,0.9969339668750763,0.9969339668750763,1,1,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3757372200489044,-1.396430253982544,1.0206930339336395,-1.0206930339336395,1,0,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.3816037178039551,-1.3546273708343506,0.9730236530303955,0.9730236530303955,1,1,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9060105681419373,-1.9333200454711914,1.0273094773292542,-1.0273094773292542,1,0,2291,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9080753326416016,-2.0247936248779297,1.1167182922363281,1.1167182922363281,1,1,2291,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9097479581832886,-1.9486788511276245,1.038930892944336,-1.038930892944336,1,0,2291,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8584171533584595,-2.0424418449401855,1.184024691581726,1.184024691581726,1,1,2291,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7827572822570801,-2.4769864082336426,1.6942291259765625,-1.6942291259765625,1,0,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.747352659702301,-2.7876434326171875,2.0402907729148865,2.0402907729148865,1,1,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.78509122133255,-2.499459981918335,1.714368760585785,-1.714368760585785,1,0,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7189503908157349,-2.7490177154541016,2.0300673246383667,2.0300673246383667,1,1,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2319942712783813,-0.6564756631851196,-0.5755186080932617,0.5755186080932617,0,1,637,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2068686485290527,-0.6904349327087402,-0.5164337158203125,-0.5164337158203125,0,0,637,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.229939341545105,-0.6597956418991089,-0.5701436996459961,0.5701436996459961,0,1,637,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2159252166748047,-0.6839141845703125,-0.5320110321044922,-0.5320110321044922,0,0,637,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8244257569313049,-1.2232487201690674,0.39882296323776245,-0.39882296323776245,1,0,637,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8177971839904785,-1.2476961612701416,0.4298989772796631,0.4298989772796631,1,1,637,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8308430910110474,-1.2207748889923096,0.3899317979812622,-0.3899317979812622,1,0,637,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8233764171600342,-1.2353460788726807,0.4119696617126465,0.4119696617126465,1,1,637,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0144,calib,ab,source,ab_source,value,direct,value/direct,value,outer,22,21,-1.4981272220611572,-0.3595850169658661,-1.1385422050952911,1.1385422050952911,0,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0144,calib,ab,target,ab_target,value,direct,value/direct,value,inner,22,21,-0.4805617928504944,-0.9763055443763733,0.4957437515258789,0.4957437515258789,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0144,calib,ba,source,ba_source,value,direct,value/direct,value,outer,21,22,-1.7734180688858032,-0.2664676904678345,-1.5069503784179688,1.5069503784179688,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0144,calib,ba,target,ba_target,value,direct,value/direct,value,inner,21,22,-0.6620586514472961,-0.7627304196357727,0.10067176818847656,0.10067176818847656,1,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0145,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6861697435379028,-1.3455592393875122,-0.3406105041503906,0.3406105041503906,0,1,4871,1,35,"
# Question: does f return the q assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7014453411102295,-1.3988711833953857,-0.30257415771484375,-0.30257415771484375,0,0,4871,1,35,"
# Question: does f return the q assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7052291631698608,-1.3658069372177124,-0.33942222595214844,0.33942222595214844,0,1,4871,1,35,"
# Question: does f return the q assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7446640729904175,-1.4097203016281128,-0.3349437713623047,-0.3349437713623047,0,0,4871,1,35,"
# Question: does f return the q assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8926115036010742,-2.3001317977905273,1.4075202941894531,-1.4075202941894531,1,0,4640,1,35,"
# Question: does f return the q assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9673023819923401,-2.1794815063476562,1.2121791243553162,1.2121791243553162,1,1,4640,1,35,"
# Question: does f return the q assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8914355039596558,-2.338449478149414,1.4470139741897583,-1.4470139741897583,1,0,4640,1,35,"
# Question: does f return the q assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9747165441513062,-2.214003086090088,1.2392865419387817,1.2392865419387817,1,1,4640,1,35,"
# Question: does f return the q assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0145,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5768822431564331,-1.0494126081466675,0.4725303649902344,-0.4725303649902344,1,0,9526,1,35,"
# Question: does f return the inner q or the outer q? Answer: the"
deepseek-coder-1.3b,base_0145,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.47682154178619385,-1.2126108407974243,0.7357892990112305,0.7357892990112305,1,1,9526,1,35,"
# Question: does f return the inner q or the outer q? Answer: the"
deepseek-coder-1.3b,base_0145,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5595855712890625,-1.0894050598144531,0.5298194885253906,-0.5298194885253906,1,0,9526,1,35,"
# Question: does f return the inner q or the outer q? Answer: the"
deepseek-coder-1.3b,base_0145,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.46472200751304626,-1.2355941534042358,0.7708721458911896,0.7708721458911896,1,1,9526,1,35,"
# Question: does f return the inner q or the outer q? Answer: the"
